months_as_customer,age,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,auto_make,auto_model,collision_type_missing,property_damage_missing,police_report_available_missing,authorities_contacted_missing,injury_share,property_share,target,days_since_bind,incident_month,incident_dow,incident_weekend,policy_bind_year,policy_bind_month,policy_bind_quarter,is_holiday,holiday_window_2d,hour_sin,hour_cos,hour_bin_4,vehicle_age,csl_per_person,csl_per_incident,street_type,vehicle_age_bucket,vehicle_tier,body_type,claim_amount_risk_band,claim_amount_risk_band_encoded,days_since_bind_bucket_final,customer_tenure_bucket,umbrella_limit_bin,policy_annual_premium_bin,days_since_bind_bin,is_high_risk_premium
272,43,OH,1000,1279.13,0,MALE,PhD,craft-repair,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,3,Missing,1,2,YES,81070,Audi,A3,0,1,0,0,0.0909090909090909,0.1818181818181818,1,7136,2,4,0,1995,7,3,0,0,0.9659258262890684,0.2588190451025207,Night (0-5),9,100,300,Ridge,old,premium,sedan,high,2,20y,5y+,"(-0.001, 2000000.0]","(1257.2, 1322.372]","(6660.4, 7554.4]",0
69,26,IL,2000,924.72,0,FEMALE,High School,machine-op-inspct,unmarried,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,1,NO,2,2,NO,63120,Audi,A5,0,0,0,0,0.0833333333333333,0.1666666666666666,0,3211,1,2,0,2006,3,1,0,0,-0.5000000000000001,-0.8660254037844386,Afternoon (12-17),7,100,300,Ave,mid,premium,sedan,high,2,9y,5y+,"(-0.001, 2000000.0]","(433.329, 953.9]","(2909.4, 3830.6]",0
38,28,OH,1000,1019.44,0,MALE,Masters,transport-moving,not-in-family,0,-39700,Vehicle Theft,Missing,Trivial Damage,Missing,NC,1,Missing,2,1,NO,7200,BMW,X5,1,1,0,1,0.2,0.1,0,7259,2,1,0,1995,3,1,0,0,-0.9659258262890684,-0.2588190451025206,Afternoon (12-17),11,250,500,Ridge,old,premium,suv,low,0,20y,3–5y,"(-0.001, 2000000.0]","(953.9, 1050.656]","(6660.4, 7554.4]",0
328,46,IL,500,1314.6,0,FEMALE,MD,prof-specialty,not-in-family,24800,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,1,Missing,2,3,Missing,70290,Saab,92x,0,1,1,0,0.1818181818181818,0.0909090909090909,1,6823,2,0,0,1996,6,2,0,0,0.0,1.0,Night (0-5),17,500,1000,St,old,low,other,high,2,20y,5y+,"(-0.001, 2000000.0]","(1257.2, 1322.372]","(6660.4, 7554.4]",1
281,43,OH,1000,1515.18,6000000,MALE,College,priv-house-serv,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,3,NO,1,0,NO,60190,BMW,X6,0,0,0,0,0.1538461538461538,0.1538461538461538,0,7877,1,4,0,1993,6,2,0,0,-0.7071067811865477,0.7071067811865474,Evening (18-23),16,100,300,Ridge,old,premium,other,high,2,20y+,5y+,"(2000000.0, 6000000.0]","(1454.674, 1564.724]","(7554.4, 8444.2]",0
246,44,OH,2000,1649.18,0,MALE,College,farming-fishing,other-relative,0,-58600,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,1,YES,1,2,YES,61380,Honda,Civic,0,0,0,0,0.1818181818181818,0.0909090909090909,1,4974,2,6,1,2001,7,3,0,0,-1.0,-1.8369701987210294e-16,Evening (18-23),6,250,500,Drive,mid,mid,other,high,2,15y,5y+,"(-0.001, 2000000.0]","(1564.724, 2047.59]","(4682.0, 5658.2]",0
298,49,OH,500,1451.01,0,FEMALE,College,other-service,own-child,47800,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,1,NO,2,2,NO,28100,Jeep,Grand Cherokee,0,0,0,0,0.1,0.2,0,2282,2,5,1,2008,11,4,0,0,-0.9659258262890684,-0.2588190451025206,Afternoon (12-17),3,250,500,Hwy,new,mid,other,low,0,7y,5y+,"(-0.001, 2000000.0]","(1385.327, 1454.674]","(1984.8, 2909.4]",0
330,50,IL,1000,978.46,0,FEMALE,High School,sales,husband,0,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,NY,1,YES,0,0,NO,49060,Chevrolet,Silverado,0,0,0,0,0.1818181818181818,0.1818181818181818,0,4421,2,2,0,2002,12,4,0,0,-0.9659258262890684,0.2588190451025203,Evening (18-23),20,500,1000,Ridge,old,mid,pickup,medium,1,15y,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(3830.6, 4682.0]",0
362,50,IL,500,1198.34,4000000,MALE,Associate,sales,wife,53000,-72500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,3,Missing,1,1,NO,57060,Mercedes,E400,0,1,0,0,0.1111111111111111,0.1111111111111111,0,3293,1,2,0,2006,1,1,0,0,-0.9659258262890684,-0.2588190451025206,Afternoon (12-17),20,250,500,Lane,old,premium,other,medium,1,10y,5y+,"(2000000.0, 6000000.0]","(1197.974, 1257.2]","(2909.4, 3830.6]",0
241,38,IN,2000,1003.23,0,FEMALE,Associate,tech-support,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,3,Missing,0,3,YES,77880,Accura,MDX,0,1,0,0,0.1666666666666666,0.1666666666666666,0,9009,1,5,1,1990,5,2,0,1,-0.2588190451025207,0.9659258262890684,Evening (18-23),7,100,300,Ridge,mid,mid,other,high,2,20y+,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(8444.2, 9172.0]",0
245,41,IN,2000,1212.0,0,MALE,Masters,exec-managerial,unmarried,24400,-60500,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,1,YES,0,1,YES,73500,Jeep,Wrangler,0,0,0,0,0.1,0.2,0,520,1,2,0,2013,8,3,0,0,0.8660254037844386,0.5000000000000001,Night (0-5),16,500,1000,Ridge,old,mid,other,high,2,2y,5y+,"(-0.001, 2000000.0]","(1197.974, 1257.2]","(-0.001, 908.2]",0
371,52,IL,1000,1242.96,7000000,FEMALE,High School,other-service,own-child,0,-37100,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,2,YES,2,0,Missing,88920,Accura,RSX,0,0,1,0,0.0769230769230769,0.1538461538461538,0,6342,2,6,1,1997,10,4,0,0,0.4999999999999999,0.8660254037844387,Night (0-5),5,250,500,Lane,mid,mid,other,high,2,20y,5y+,"(6000000.0, 10000000.0]","(1197.974, 1257.2]","(5658.2, 6660.4]",0
343,52,IL,1000,1053.02,0,FEMALE,Associate,prof-specialty,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,1,Missing,0,2,NO,47630,Toyota,Corolla,0,1,0,0,0.2727272727272727,0.0909090909090909,1,4774,2,0,0,2002,1,1,1,1,0.4999999999999999,0.8660254037844387,Night (0-5),10,500,1000,Hwy,old,mid,sedan,medium,1,15y,5y+,"(-0.001, 2000000.0]","(1050.656, 1124.663]","(4682.0, 5658.2]",0
377,53,IL,500,1693.63,0,FEMALE,MD,craft-repair,unmarried,0,-64000,Multi-vehicle Collision,Front Collision,Total Loss,Fire,WV,3,YES,1,3,NO,59040,Saab,93,0,0,0,0,0.1111111111111111,0.1111111111111111,0,6742,2,1,0,1996,9,3,0,1,0.4999999999999999,-0.8660254037844387,Morning (6-11),0,100,300,Lane,new,low,other,high,2,20y,5y+,"(-0.001, 2000000.0]","(1564.724, 2047.59]","(6660.4, 7554.4]",0
154,37,IL,1000,2047.59,0,FEMALE,MD,farming-fishing,other-relative,0,-67800,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,1,Missing,0,3,NO,79530,Accura,MDX,0,1,0,0,0.1818181818181818,0.0909090909090909,0,1807,1,4,0,2010,1,1,0,0,0.4999999999999999,0.8660254037844387,Night (0-5),15,250,500,St,old,mid,other,high,2,5y,5y+,"(-0.001, 2000000.0]","(1564.724, 2047.59]","(908.2, 1984.8]",0
166,34,OH,1000,1083.72,0,FEMALE,High School,machine-op-inspct,wife,65600,-68200,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,1,NO,0,2,YES,53680,Honda,CRV,0,0,0,0,0.0909090909090909,0.0909090909090909,0,129,2,0,0,2014,10,4,0,0,-1.0,-1.8369701987210294e-16,Evening (18-23),10,100,300,Ave,old,mid,suv,medium,1,0–6mo,5y+,"(-0.001, 2000000.0]","(1050.656, 1124.663]","(-0.001, 908.2]",0
298,46,OH,1000,1138.42,6000000,MALE,JD,prof-specialty,own-child,36900,-55000,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,1,NO,2,3,YES,33550,Volkswagen,Passat,0,0,0,0,0.0909090909090909,0.1818181818181818,0,2847,2,0,0,2007,5,2,1,1,-1.0,-1.8369701987210294e-16,Evening (18-23),10,500,1000,Lane,old,mid,other,medium,1,8y,5y+,"(2000000.0, 6000000.0]","(1124.663, 1197.974]","(1984.8, 2909.4]",0
235,42,IN,500,1072.62,0,FEMALE,Masters,machine-op-inspct,husband,39900,-60200,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,4,Missing,2,1,YES,69100,Toyota,Highlander,0,1,0,0,0.1,0.1,0,8915,2,2,0,1990,9,3,0,1,0.9659258262890684,-0.2588190451025208,Morning (6-11),9,250,500,Ave,old,mid,suv,high,2,20y+,5y+,"(-0.001, 2000000.0]","(1050.656, 1124.663]","(8444.2, 9172.0]",0
172,35,IL,2000,1219.04,0,MALE,MD,handlers-cleaners,own-child,63600,-68700,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,3,Missing,2,0,NO,79750,Nissan,Pathfinder,0,1,0,0,0.1818181818181818,0.1818181818181818,0,3766,1,6,1,2004,9,3,0,0,-0.9659258262890684,0.2588190451025203,Evening (18-23),16,100,300,Hwy,old,mid,suv,high,2,12y,5y+,"(-0.001, 2000000.0]","(1197.974, 1257.2]","(2909.4, 3830.6]",0
27,28,IN,2000,1371.78,0,MALE,JD,farming-fishing,other-relative,0,-32500,Multi-vehicle Collision,Front Collision,Major Damage,Other,PA,3,Missing,0,2,YES,53600,Audi,A5,0,1,0,0,0.1,0.2,1,7100,2,2,0,1995,8,3,0,0,0.4999999999999999,-0.8660254037844387,Morning (6-11),0,100,300,Ridge,new,premium,sedan,medium,1,20y,2–3y,"(-0.001, 2000000.0]","(1322.372, 1385.327]","(6660.4, 7554.4]",1
428,54,IN,2000,1506.21,0,MALE,Masters,transport-moving,unmarried,0,-24400,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,3,NO,1,0,Missing,76560,Nissan,Ultima,0,0,1,0,0.1666666666666666,0.0833333333333333,0,4005,1,3,0,2004,2,1,0,0,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),6,100,300,Hwy,mid,mid,sedan,high,2,12y,5y+,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(3830.6, 4682.0]",0
99,32,IN,1000,1058.21,3000000,MALE,JD,craft-repair,unmarried,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,1,YES,1,1,NO,41130,Dodge,RAM,0,0,0,0,0.1111111111111111,0.1111111111111111,0,171,1,5,1,2014,7,3,0,0,-0.9659258262890684,-0.2588190451025206,Afternoon (12-17),16,100,300,Ridge,old,mid,pickup,medium,1,0–6mo,5y+,"(2000000.0, 6000000.0]","(1050.656, 1124.663]","(-0.001, 908.2]",0
107,26,IL,2000,932.14,0,MALE,MD,sales,own-child,40600,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,3,NO,2,3,NO,78650,Audi,A3,0,0,0,0,0.1818181818181818,0.0909090909090909,1,6504,1,5,1,1997,3,1,0,0,0.4999999999999999,0.8660254037844387,Night (0-5),19,500,1000,Lane,old,premium,sedan,high,2,20y,5y+,"(-0.001, 2000000.0]","(433.329, 953.9]","(5658.2, 6660.4]",0
272,41,OH,2000,1608.34,0,FEMALE,Associate,farming-fishing,own-child,33300,-10600,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,1,Missing,1,1,Missing,71060,Saab,92x,0,1,1,0,0.0909090909090909,0.1818181818181818,0,8687,2,0,0,1991,5,2,1,1,-0.9659258262890684,0.2588190451025203,Evening (18-23),5,500,1000,Lane,mid,low,other,high,2,20y+,5y+,"(-0.001, 2000000.0]","(1564.724, 2047.59]","(8444.2, 9172.0]",0
151,37,IN,1000,1728.56,0,FEMALE,Masters,farming-fishing,own-child,54000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,1,YES,1,1,Missing,38830,Suburu,Legacy,0,0,1,0,0.0909090909090909,0.0909090909090909,0,8220,2,6,1,1992,8,3,0,0,0.0,1.0,Night (0-5),16,500,1000,Hwy,old,mid,other,medium,1,20y+,5y+,"(-0.001, 2000000.0]","(1564.724, 2047.59]","(7554.4, 8444.2]",0
249,43,IL,1000,1518.46,0,FEMALE,MD,armed-forces,own-child,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,1,Missing,0,0,YES,53500,Saab,92x,0,1,0,0,0.1,0.1,0,510,1,0,0,2013,9,3,0,0,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),0,250,500,Lane,new,low,other,medium,1,2y,5y+,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(-0.001, 908.2]",0
177,38,IL,2000,1540.19,0,FEMALE,College,adm-clerical,other-relative,0,-74500,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,1,YES,2,0,NO,73700,Chevrolet,Silverado,0,0,0,0,0.1,0.1,1,1123,2,6,1,2012,1,1,1,1,-0.8660254037844386,0.5000000000000001,Evening (18-23),14,100,300,St,old,mid,pickup,high,2,4y,5y+,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(908.2, 1984.8]",0
190,40,OH,2000,965.21,0,FEMALE,JD,exec-managerial,other-relative,36900,-53700,Parked Car,Missing,Trivial Damage,Missing,SC,1,Missing,2,1,YES,6300,Nissan,Ultima,1,1,0,1,0.1,0.1,0,2928,2,0,0,2007,1,1,0,1,0.4999999999999999,-0.8660254037844387,Morning (6-11),14,500,1000,St,old,mid,sedan,low,0,9y,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(2909.4, 3830.6]",0
174,36,IL,2000,1278.75,0,FEMALE,College,tech-support,own-child,53200,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,3,Missing,2,2,NO,65400,Dodge,RAM,0,1,0,0,0.1666666666666666,0.1666666666666666,0,3402,2,4,0,2005,10,4,0,0,-0.7071067811865477,0.7071067811865474,Evening (18-23),3,100,300,Hwy,new,mid,pickup,high,2,10y,5y+,"(-0.001, 2000000.0]","(1257.2, 1322.372]","(2909.4, 3830.6]",0
95,28,OH,1000,773.99,0,MALE,Associate,armed-forces,other-relative,0,-70300,Vehicle Theft,Missing,Trivial Damage,Missing,PA,1,YES,1,2,NO,3200,Mercedes,E400,1,0,0,1,0.2,0.1,0,8825,1,3,0,1990,11,4,1,1,0.7071067811865475,0.7071067811865476,Night (0-5),1,250,500,Ridge,new,premium,other,low,0,20y+,5y+,"(-0.001, 2000000.0]","(433.329, 953.9]","(8444.2, 9172.0]",0
371,51,IN,1000,1532.47,0,FEMALE,Associate,tech-support,other-relative,60300,-24700,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,1,YES,0,3,YES,75400,Dodge,RAM,0,0,0,0,0.1,0.2,1,3383,1,0,0,2005,10,4,1,1,0.9659258262890684,-0.2588190451025208,Morning (6-11),3,500,1000,Ridge,new,mid,pickup,high,2,10y,5y+,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(2909.4, 3830.6]",0
2,28,IL,1000,1340.56,0,FEMALE,JD,machine-op-inspct,not-in-family,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,1,YES,0,2,YES,58140,Saab,92x,0,0,0,0,0.1111111111111111,0.1111111111111111,0,5719,1,5,1,1999,5,2,0,1,-0.9659258262890684,0.2588190451025203,Evening (18-23),7,250,500,Ave,mid,low,other,high,2,20y,0–6mo,"(-0.001, 2000000.0]","(1322.372, 1385.327]","(5658.2, 6660.4]",1
269,44,OH,500,1297.75,4000000,FEMALE,JD,other-service,own-child,0,-41400,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,3,Missing,0,1,Missing,98670,Chevrolet,Tahoe,0,1,1,0,0.1538461538461538,0.1538461538461538,1,4425,2,6,1,2002,12,4,1,1,-0.7071067811865475,-0.7071067811865477,Afternoon (12-17),5,100,300,St,mid,mid,suv,high,2,15y,5y+,"(2000000.0, 6000000.0]","(1257.2, 1322.372]","(3830.6, 4682.0]",0
101,27,IL,1000,433.33,0,MALE,Masters,machine-op-inspct,other-relative,25900,0,Parked Car,Missing,Minor Damage,Missing,SC,1,Missing,0,3,NO,5900,Mercedes,E400,1,1,0,1,0.2,0.1,0,2883,1,4,0,2007,2,1,0,1,0.9659258262890684,-0.2588190451025208,Morning (6-11),6,250,500,Ridge,mid,premium,other,low,0,8y,5y+,"(-0.001, 2000000.0]","(433.329, 953.9]","(1984.8, 2909.4]",0
94,30,IN,2000,1025.54,0,FEMALE,High School,armed-forces,other-relative,0,-52600,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,1,Missing,1,3,YES,64100,Chevrolet,Malibu,0,1,0,0,0.1,0.1,0,4739,2,4,0,2002,3,1,0,0,-0.9659258262890684,0.2588190451025203,Evening (18-23),14,250,500,Ave,old,mid,sedan,high,2,15y,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(4682.0, 5658.2]",0
117,28,OH,500,1264.77,0,FEMALE,Associate,transport-moving,unmarried,47500,-32500,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,2,YES,0,1,Missing,55440,Suburu,Forrestor,0,0,1,0,0.0909090909090909,0.1818181818181818,1,4308,2,3,0,2003,4,2,0,0,-0.2588190451025203,-0.9659258262890684,Afternoon (12-17),6,250,500,Drive,mid,mid,other,medium,1,12y,5y+,"(-0.001, 2000000.0]","(1257.2, 1322.372]","(3830.6, 4682.0]",0
111,27,OH,500,1459.97,5000000,MALE,MD,sales,other-relative,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,SC,3,NO,1,2,NO,80850,Ford,F150,0,0,0,0,0.0909090909090909,0.1818181818181818,1,4541,2,4,0,2002,9,3,0,0,0.4999999999999999,0.8660254037844387,Night (0-5),4,250,500,Ridge,mid,mid,pickup,high,2,15y,5y+,"(2000000.0, 6000000.0]","(1454.674, 1564.724]","(3830.6, 4682.0]",0
242,40,OH,500,1238.65,0,FEMALE,High School,transport-moving,husband,0,-44600,Vehicle Theft,Missing,Trivial Damage,Police,WV,1,YES,1,1,NO,7480,Saab,95,1,0,0,0,0.0909090909090909,0.0909090909090909,0,6195,1,1,0,1998,2,1,0,0,0.9659258262890684,0.2588190451025207,Night (0-5),17,100,300,Drive,old,low,other,low,0,20y,5y+,"(-0.001, 2000000.0]","(1197.974, 1257.2]","(5658.2, 6660.4]",0
440,61,OH,500,1050.76,0,MALE,PhD,transport-moving,wife,41500,-70200,Single Vehicle Collision,Side Collision,Major Damage,Fire,OH,1,Missing,2,3,NO,53640,Nissan,Maxima,0,1,0,0,0.1111111111111111,0.1111111111111111,1,8182,1,0,0,1992,9,3,0,0,-0.7071067811865477,0.7071067811865474,Evening (18-23),11,250,500,St,old,mid,other,medium,1,20y+,5y+,"(-0.001, 2000000.0]","(1050.656, 1124.663]","(7554.4, 8444.2]",0
20,23,OH,1000,1711.72,0,FEMALE,JD,tech-support,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,3,NO,2,2,NO,63250,Chevrolet,Tahoe,0,0,0,0,0.0909090909090909,0.1818181818181818,1,5736,1,1,0,1999,5,2,0,0,-0.7071067811865477,0.7071067811865474,Evening (18-23),13,500,1000,Ridge,old,mid,suv,high,2,20y,1–2y,"(-0.001, 2000000.0]","(1564.724, 2047.59]","(5658.2, 6660.4]",0
461,57,IL,500,865.33,7000000,FEMALE,High School,farming-fishing,own-child,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,3,NO,0,1,Missing,59040,Dodge,RAM,0,0,1,0,0.1666666666666666,0.1666666666666666,0,6235,1,2,0,1997,12,4,0,0,0.9659258262890684,-0.2588190451025208,Morning (6-11),20,100,300,Drive,old,mid,pickup,high,2,20y,5y+,"(6000000.0, 10000000.0]","(433.329, 953.9]","(5658.2, 6660.4]",0
208,36,IL,500,1153.49,0,MALE,Associate,craft-repair,other-relative,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,3,YES,1,0,YES,50500,Accura,TL,0,0,0,0,0.2,0.1,0,5362,2,6,1,2000,6,2,0,0,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),11,250,500,Ridge,old,mid,other,medium,1,15y,5y+,"(-0.001, 2000000.0]","(1124.663, 1197.974]","(4682.0, 5658.2]",0
279,43,OH,2000,1281.25,0,MALE,Associate,machine-op-inspct,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,1,YES,0,1,NO,57690,Mercedes,C300,0,0,0,0,0.1111111111111111,0.2222222222222222,1,7208,1,5,1,1995,4,2,0,1,-0.2588190451025203,-0.9659258262890684,Afternoon (12-17),5,500,1000,Ridge,mid,premium,sedan,medium,1,20y,5y+,"(-0.001, 2000000.0]","(1257.2, 1322.372]","(6660.4, 7554.4]",0
244,40,IL,500,1342.8,0,FEMALE,MD,sales,husband,0,0,Vehicle Theft,Missing,Trivial Damage,Police,NY,1,YES,1,3,YES,5940,Toyota,Camry,1,0,0,0,0.1111111111111111,0.1111111111111111,0,3153,2,0,0,2006,6,2,0,1,0.4999999999999999,0.8660254037844387,Night (0-5),1,100,300,St,new,mid,sedan,low,0,9y,5y+,"(-0.001, 2000000.0]","(1322.372, 1385.327]","(2909.4, 3830.6]",1
134,30,OH,2000,1443.32,0,FEMALE,PhD,exec-managerial,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,3,Missing,0,2,YES,47790,Suburu,Impreza,0,1,0,0,0.1111111111111111,0.1111111111111111,1,2658,1,2,0,2007,9,3,0,0,-0.9659258262890684,0.2588190451025203,Evening (18-23),20,250,500,Ave,old,mid,other,medium,1,8y,5y+,"(-0.001, 2000000.0]","(1385.327, 1454.674]","(1984.8, 2909.4]",0
122,29,OH,1000,1629.94,0,FEMALE,Masters,priv-house-serv,other-relative,0,-47100,Parked Car,Missing,Trivial Damage,Missing,SC,1,Missing,0,1,NO,3850,Dodge,Neon,1,1,0,1,0.0909090909090909,0.0909090909090909,0,8474,2,0,0,1991,11,4,0,1,-0.9659258262890684,-0.2588190451025206,Afternoon (12-17),1,250,500,Ave,new,mid,other,low,0,20y+,5y+,"(-0.001, 2000000.0]","(1564.724, 2047.59]","(8444.2, 9172.0]",0
156,31,IL,2000,1134.08,0,MALE,PhD,other-service,husband,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,1,Missing,2,0,Missing,59000,Ford,Fusion,0,1,1,0,0.1,0.1,1,6713,2,5,1,1996,9,3,0,0,0.7071067811865475,0.7071067811865476,Night (0-5),2,100,300,St,new,mid,other,high,2,20y,5y+,"(-0.001, 2000000.0]","(1124.663, 1197.974]","(6660.4, 7554.4]",0
232,43,OH,500,1483.91,8000000,MALE,College,machine-op-inspct,husband,0,-33600,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,3,NO,0,1,Missing,70600,Volkswagen,Passat,0,0,1,0,0.1,0.2,1,4995,1,6,1,2001,5,2,0,1,-0.9659258262890684,-0.2588190451025206,Afternoon (12-17),2,250,500,Hwy,new,mid,other,high,2,15y,5y+,"(6000000.0, 10000000.0]","(1454.674, 1564.724]","(4682.0, 5658.2]",0
244,40,IN,2000,1304.67,7000000,MALE,Masters,armed-forces,other-relative,0,-45000,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,3,Missing,1,1,Missing,61490,Dodge,RAM,0,1,1,0,0.0909090909090909,0.1818181818181818,0,5631,1,5,1,1999,8,3,0,0,0.9659258262890684,0.2588190451025207,Night (0-5),14,500,1000,St,old,mid,pickup,high,2,20y,5y+,"(6000000.0, 10000000.0]","(1257.2, 1322.372]","(4682.0, 5658.2]",1
84,30,IL,2000,1035.79,0,FEMALE,MD,protective-serv,wife,44400,-51500,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,1,NO,1,0,YES,57640,Volkswagen,Passat,0,0,0,0,0.0909090909090909,0.1818181818181818,0,4246,1,4,0,2003,6,2,0,1,0.7071067811865476,-0.7071067811865475,Morning (6-11),5,500,1000,Ave,mid,mid,other,medium,1,12y,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(3830.6, 4682.0]",0
394,57,IL,500,1401.2,0,FEMALE,High School,craft-repair,own-child,51500,0,Vehicle Theft,Missing,Trivial Damage,Police,NC,1,NO,1,0,NO,6890,Audi,A5,1,0,0,0,0.1538461538461538,0.1538461538461538,0,5780,1,6,1,1999,3,1,0,0,0.7071067811865476,-0.7071067811865475,Morning (6-11),16,250,500,Lane,old,premium,sedan,low,0,20y,5y+,"(-0.001, 2000000.0]","(1385.327, 1454.674]","(5658.2, 6660.4]",0
246,45,IL,1000,1665.45,0,MALE,JD,machine-op-inspct,wife,34400,-33100,Multi-vehicle Collision,Side Collision,Major Damage,Fire,PA,3,Missing,2,2,Missing,53280,Toyota,Camry,0,1,1,0,0.2222222222222222,0.1111111111111111,1,5839,1,3,0,1999,2,1,0,0,0.7071067811865476,-0.7071067811865475,Morning (6-11),9,250,500,Ave,old,mid,sedan,medium,1,20y,5y+,"(-0.001, 2000000.0]","(1564.724, 2047.59]","(5658.2, 6660.4]",0
35,29,IN,2000,653.66,0,FEMALE,JD,handlers-cleaners,unmarried,52100,-46900,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,3,NO,0,0,Missing,78300,BMW,X5,0,0,1,0,0.2,0.1,0,1279,2,1,0,2011,8,3,0,0,-0.5000000000000004,0.8660254037844384,Evening (18-23),6,500,1000,Ridge,mid,premium,suv,high,2,4y,2–3y,"(-0.001, 2000000.0]","(433.329, 953.9]","(908.2, 1984.8]",0
156,37,OH,500,1080.13,0,MALE,Associate,protective-serv,other-relative,0,-61000,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,PA,3,YES,0,3,NO,41490,Nissan,Pathfinder,0,0,0,0,0.1111111111111111,0.1111111111111111,0,1651,1,6,1,2010,6,2,0,0,-0.7071067811865475,-0.7071067811865477,Afternoon (12-17),14,100,300,Ridge,old,mid,suv,medium,1,5y,5y+,"(-0.001, 2000000.0]","(1050.656, 1124.663]","(908.2, 1984.8]",0
195,36,IN,2000,1346.18,0,FEMALE,Associate,machine-op-inspct,wife,57800,-53300,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,3,YES,2,3,YES,68970,Chevrolet,Tahoe,0,0,0,0,0.1818181818181818,0.0909090909090909,0,4859,2,2,0,2001,11,4,0,0,-0.5000000000000001,-0.8660254037844386,Afternoon (12-17),8,100,300,Lane,old,mid,suv,high,2,15y,5y+,"(-0.001, 2000000.0]","(1322.372, 1385.327]","(4682.0, 5658.2]",1
369,55,OH,2000,1589.54,0,MALE,College,handlers-cleaners,husband,55400,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,3,Missing,2,0,YES,85300,Toyota,Highlander,0,1,0,0,0.2,0.1,0,652,1,1,0,2013,4,2,0,0,1.0,6.123233995736766e-17,Morning (6-11),12,250,500,Hwy,old,mid,suv,high,2,2y,5y+,"(-0.001, 2000000.0]","(1564.724, 2047.59]","(-0.001, 908.2]",0
