months_as_customer,age,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,auto_make,auto_model,collision_type_missing,property_damage_missing,police_report_available_missing,authorities_contacted_missing,injury_share,property_share,target,days_since_bind,incident_month,incident_dow,incident_weekend,policy_bind_year,policy_bind_month,policy_bind_quarter,is_holiday,holiday_window_2d,hour_sin,hour_cos,hour_bin_4,vehicle_age,csl_per_person,csl_per_incident,street_type,vehicle_age_bucket,vehicle_tier,body_type
222,42,IL,500,1124.6,0,MALE,Associate,armed-forces,hiking,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,3,YES,0,0,Missing,51740,Jeep,Wrangler,0,0,1,0,0.23076923076923078,0.15384615384615385,0,5731,1,4,0,1999,5,2,0,1,-0.2588190451025207,0.9659258262890683,Evening (18-23),9,250,500,Lane,old,mid,other
119,28,OH,2000,1079.92,0,MALE,High School,machine-op-inspct,hiking,husband,88800,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,1,Missing,0,1,YES,53600,Volkswagen,Jetta,0,1,0,0,0.125,0.125,1,826,2,3,0,2012,11,4,0,0,0.25881904510252074,0.9659258262890683,Night (0-5),8,250,500,Hwy,old,mid,other
73,29,IL,1000,1447.78,0,MALE,College,protective-serv,board-games,wife,35100,-59900,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,3,YES,1,0,Missing,44910,Dodge,Neon,0,0,1,0,0.1111111111111111,0.1111111111111111,0,8016,1,5,1,1993,1,1,0,0,-0.7071067811865475,-0.7071067811865477,Afternoon (12-17),14,250,500,Hwy,old,mid,other
8,31,IN,500,1229.16,4000000,FEMALE,MD,transport-moving,kayaking,wife,0,-88300,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,3,Missing,0,2,YES,48100,Volkswagen,Jetta,0,1,0,0,0.23076923076923078,0.15384615384615385,0,4395,2,0,0,2003,2,1,0,0,0.49999999999999994,0.8660254037844387,Night (0-5),1,250,500,Hwy,new,mid,other
294,44,IL,1000,1226.49,0,FEMALE,PhD,farming-fishing,kayaking,unmarried,53900,0,Vehicle Theft,Missing,Trivial Damage,Missing,WV,1,NO,0,1,NO,6100,Ford,Fusion,1,0,0,1,0.1,0.2,0,8940,2,3,0,1990,8,3,0,0,0.7071067811865475,0.7071067811865476,Night (0-5),13,100,300,Drive,old,mid,other
324,46,IN,2000,897.89,6000000,MALE,MD,tech-support,board-games,wife,0,-41300,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,1,Missing,1,0,YES,79600,Jeep,Wrangler,0,1,0,0,0.2,0.2,0,1782,1,2,0,2010,3,1,0,1,-0.25881904510252035,-0.9659258262890684,Afternoon (12-17),4,100,300,St,mid,mid,other
155,34,IN,500,1706.79,0,MALE,Masters,protective-serv,dancing,other-relative,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,OH,1,NO,1,1,YES,77040,Honda,Civic,0,0,0,0,0.1111111111111111,0.1111111111111111,0,8868,1,2,0,1990,9,3,0,0,0.25881904510252074,0.9659258262890683,Night (0-5),17,100,300,Lane,old,mid,other
261,45,IL,1000,1254.18,0,FEMALE,PhD,prof-specialty,kayaking,other-relative,0,-45100,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,1,YES,0,1,Missing,62590,Volkswagen,Jetta,0,0,1,0,0.18181818181818182,0.18181818181818182,0,3495,1,6,1,2005,6,2,0,0,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),12,250,500,Hwy,old,mid,other
245,40,IN,500,885.08,0,FEMALE,Masters,armed-forces,skydiving,other-relative,27000,-58900,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,1,YES,0,1,NO,85150,Chevrolet,Malibu,0,0,0,0,0.15384615384615385,0.15384615384615385,0,4893,2,4,0,2001,9,3,0,0,0.0,1.0,Night (0-5),17,500,1000,Ridge,old,mid,sedan
235,39,IL,500,1046.58,4000000,MALE,MD,tech-support,exercise,wife,0,-31700,Vehicle Theft,Missing,Trivial Damage,Missing,NY,1,Missing,2,1,NO,4950,Chevrolet,Silverado,1,1,0,1,0.09090909090909091,0.18181818181818182,0,1478,1,5,1,2011,1,1,0,0,0.25881904510252074,0.9659258262890683,Night (0-5),5,100,300,Hwy,mid,mid,pickup
53,36,OH,2000,1712.68,0,MALE,Associate,handlers-cleaners,basketball,not-in-family,72200,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,3,Missing,2,0,YES,51100,Audi,A3,0,1,0,0,0.2,0.1,0,4176,2,2,0,2003,9,3,0,1,-0.9659258262890683,-0.25881904510252063,Afternoon (12-17),9,500,1000,Lane,old,premium,sedan
426,54,IL,2000,1097.71,0,FEMALE,Masters,adm-clerical,reading,not-in-family,29600,-22300,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,1,YES,2,3,Missing,100800,Dodge,Neon,0,0,1,0,0.16666666666666666,0.16666666666666666,0,6289,1,0,0,1997,10,4,0,0,-0.25881904510252035,-0.9659258262890684,Afternoon (12-17),18,500,1000,St,old,mid,other
111,27,IN,500,1363.77,4000000,FEMALE,Masters,tech-support,exercise,husband,51100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,1,YES,2,3,NO,90970,Accura,RSX,0,0,0,0,0.18181818181818182,0.18181818181818182,0,2204,1,5,1,2009,1,1,0,1,1.2246467991473532e-16,-1.0,Afternoon (12-17),6,250,500,Drive,mid,mid,other
86,26,OH,500,1382.88,7000000,MALE,JD,tech-support,cross-fit,other-relative,0,-30300,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,1,Missing,1,1,YES,81840,Chevrolet,Malibu,0,1,0,0,0.18181818181818182,0.09090909090909091,1,5936,1,0,0,1998,10,4,0,0,0.258819045102521,-0.9659258262890682,Morning (6-11),4,100,300,Ave,mid,mid,sedan
296,46,OH,1000,1141.35,7000000,MALE,Masters,craft-repair,sleeping,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,1,Missing,0,2,NO,54900,Mercedes,C300,0,1,0,0,0.1,0.1,0,7987,1,1,0,1993,2,1,0,0,-1.0,-1.8369701987210297e-16,Evening (18-23),2,100,300,Ave,new,premium,sedan
125,35,OH,500,1054.83,7000000,MALE,JD,tech-support,cross-fit,husband,0,-51300,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,1,YES,2,3,NO,88660,Mercedes,C300,0,0,0,0,0.09090909090909091,0.18181818181818182,1,6807,2,2,0,1996,7,3,0,0,-0.9659258262890683,-0.25881904510252063,Afternoon (12-17),8,500,1000,Drive,old,premium,sedan
177,34,IL,2000,1057.77,0,FEMALE,JD,tech-support,bungie-jumping,unmarried,0,-57700,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,3,Missing,1,1,NO,18000,Audi,A3,0,1,0,0,0.125,0.125,0,754,2,0,0,2013,1,1,1,1,-0.5000000000000004,0.8660254037844384,Evening (18-23),6,100,300,Hwy,mid,premium,sedan
238,39,IN,2000,1488.02,0,FEMALE,JD,protective-serv,exercise,other-relative,0,-39200,Vehicle Theft,Missing,Minor Damage,Police,NY,1,YES,1,3,YES,5500,Chevrolet,Tahoe,1,0,0,0,0.2,0.1,0,3003,2,2,0,2006,12,4,0,0,0.7071067811865476,-0.7071067811865475,Morning (6-11),5,250,500,Hwy,mid,mid,suv
81,25,IN,500,920.3,5000000,FEMALE,High School,tech-support,hiking,own-child,51000,-67900,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,3,Missing,1,0,Missing,73920,Honda,Civic,0,1,1,0,0.18181818181818182,0.09090909090909091,1,363,2,5,1,2014,2,1,0,0,0.258819045102521,-0.9659258262890682,Morning (6-11),12,100,300,Hwy,old,mid,other
128,28,OH,1000,986.53,0,FEMALE,High School,adm-clerical,polo,other-relative,62700,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,VA,1,NO,0,2,YES,101860,Honda,CRV,0,0,0,0,0.18181818181818182,0.18181818181818182,0,2649,2,0,0,2007,11,4,1,1,0.258819045102521,-0.9659258262890682,Morning (6-11),8,500,1000,St,old,mid,suv
449,57,OH,2000,1440.68,0,MALE,Associate,tech-support,movies,own-child,25000,0,Parked Car,Missing,Minor Damage,Missing,SC,1,YES,0,1,YES,5390,Volkswagen,Passat,1,0,0,1,0.18181818181818182,0.18181818181818182,0,5777,2,0,0,1999,4,2,0,0,0.8660254037844387,-0.4999999999999998,Morning (6-11),7,250,500,St,mid,mid,other
252,39,IN,1000,1086.21,0,MALE,JD,farming-fishing,hiking,unmarried,68500,-57500,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,1,Missing,1,2,Missing,50490,Nissan,Maxima,0,1,1,0,0.1111111111111111,0.1111111111111111,0,3294,2,4,0,2006,2,1,0,1,-1.0,-1.8369701987210297e-16,Evening (18-23),14,250,500,St,old,mid,other
359,47,OH,2000,1367.68,0,FEMALE,MD,handlers-cleaners,basketball,unmarried,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,1,NO,0,3,NO,55500,Mercedes,C300,0,0,0,0,0.1,0.2,0,7753,1,6,1,1993,10,4,0,0,-0.25881904510252035,-0.9659258262890684,Afternoon (12-17),3,100,300,Drive,new,premium,sedan
19,32,OH,1000,1215.85,0,MALE,High School,other-service,hiking,husband,42900,-90200,Vehicle Theft,Missing,Minor Damage,Police,VA,1,YES,1,1,YES,7040,Nissan,Maxima,1,0,0,0,0.18181818181818182,0.09090909090909091,0,3288,1,4,0,2006,1,1,0,1,0.8660254037844387,-0.4999999999999998,Morning (6-11),0,500,1000,Ridge,new,mid,other
73,26,IL,2000,1191.19,4000000,MALE,MD,farming-fishing,basketball,not-in-family,29300,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,VA,3,Missing,0,1,YES,40160,Chevrolet,Tahoe,0,1,0,0,0.125,0.0,0,4332,2,3,0,2003,4,2,0,1,0.7071067811865476,-0.7071067811865475,Morning (6-11),12,250,500,Drive,old,mid,suv
285,44,IL,1000,1594.45,0,MALE,High School,handlers-cleaners,bungie-jumping,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NC,2,YES,2,3,NO,55680,Saab,95,0,0,0,0,0.125,0.125,0,215,2,3,0,2014,7,3,0,0,-0.9659258262890683,-0.25881904510252063,Afternoon (12-17),9,500,1000,Hwy,old,low,other
196,36,IN,2000,1463.07,0,MALE,MD,armed-forces,skydiving,own-child,0,0,Vehicle Theft,Missing,Trivial Damage,Police,WV,1,Missing,1,1,NO,5300,Jeep,Grand Cherokee,1,1,0,0,0.1,0.1,1,6948,1,5,1,1996,1,1,0,0,0.7071067811865475,0.7071067811865476,Night (0-5),14,250,500,St,old,mid,other
223,43,OH,500,1734.09,0,FEMALE,MD,adm-clerical,camping,not-in-family,0,0,Parked Car,Missing,Trivial Damage,Missing,WV,1,YES,0,3,Missing,5200,Accura,MDX,1,0,1,1,0.125,0.125,0,4651,1,0,0,2002,4,2,0,0,1.0,6.123233995736766e-17,Morning (6-11),9,250,500,Lane,old,mid,other
328,48,IL,500,1411.43,0,MALE,Masters,armed-forces,bungie-jumping,own-child,45100,-32800,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,1,YES,2,1,NO,59400,Honda,Civic,0,0,0,0,0.1,0.2,0,3324,1,4,0,2005,12,4,0,0,-0.9659258262890683,-0.25881904510252063,Afternoon (12-17),1,250,500,St,new,mid,other
285,43,OH,2000,1512.58,0,FEMALE,College,sales,paintball,other-relative,47600,0,Vehicle Theft,Missing,Minor Damage,Police,SC,1,Missing,1,1,Missing,2520,BMW,3 Series,1,1,1,0,0.1111111111111111,0.1111111111111111,0,7372,1,1,0,1994,11,4,0,0,0.9659258262890683,-0.25881904510252085,Morning (6-11),18,100,300,Lane,old,premium,other
30,31,IL,2000,1153.35,0,MALE,PhD,craft-repair,golf,not-in-family,0,0,Vehicle Theft,Missing,Trivial Damage,Police,NY,1,NO,2,1,YES,5760,Suburu,Impreza,1,0,0,0,0.16666666666666666,0.16666666666666666,0,975,2,0,0,2012,6,2,0,1,0.7071067811865476,-0.7071067811865475,Morning (6-11),4,250,500,Hwy,mid,mid,other
342,49,OH,500,1722.95,0,MALE,PhD,transport-moving,base-jumping,not-in-family,63100,-13800,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,WV,1,Missing,2,0,YES,76700,Suburu,Legacy,0,1,0,0,0.1,0.1,0,6171,2,5,1,1998,4,2,0,0,0.7071067811865475,0.7071067811865476,Night (0-5),9,250,500,Ridge,old,mid,other
219,39,IN,2000,1281.07,7000000,FEMALE,High School,protective-serv,board-games,unmarried,0,0,Parked Car,Missing,Trivial Damage,Police,NY,1,NO,0,2,NO,5920,Chevrolet,Malibu,1,0,0,0,0.125,0.125,0,2825,1,6,1,2007,4,2,0,1,1.0,6.123233995736766e-17,Morning (6-11),0,250,500,Lane,new,mid,sedan
468,62,IL,500,1011.92,0,MALE,PhD,machine-op-inspct,paintball,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,3,YES,0,3,Missing,64350,Chevrolet,Tahoe,0,0,1,0,0.1111111111111111,0.1111111111111111,0,5343,2,6,1,2000,6,2,0,1,0.9659258262890683,-0.25881904510252085,Morning (6-11),6,100,300,Ave,mid,mid,suv
241,39,IL,2000,1042.26,0,MALE,JD,sales,kayaking,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,3,NO,1,2,Missing,19080,Saab,93,0,0,1,0,0.2222222222222222,0.1111111111111111,0,6815,1,5,1,1996,6,2,0,1,-0.7071067811865477,0.7071067811865474,Evening (18-23),20,250,500,Ave,old,low,other
223,43,OH,500,1235.1,0,FEMALE,Masters,tech-support,exercise,not-in-family,66400,-34400,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,1,NO,2,1,NO,54400,BMW,M5,0,0,0,0,0.1,0.1,0,2103,2,1,0,2009,5,2,0,0,-0.5000000000000001,-0.8660254037844386,Afternoon (12-17),4,500,1000,St,mid,premium,other
128,32,OH,2000,768.91,0,FEMALE,College,sales,chess,other-relative,0,-39300,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,1,Missing,1,0,NO,59800,Ford,F150,0,1,0,0,0.1,0.1,1,4981,2,3,0,2001,7,3,0,0,0.0,1.0,Night (0-5),16,100,300,Ridge,old,mid,pickup
124,29,OH,500,1301.72,0,MALE,Masters,handlers-cleaners,golf,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,VA,3,Missing,0,3,YES,72000,Audi,A3,0,1,0,0,0.1,0.1,0,7828,2,2,0,1993,9,3,0,0,-0.5000000000000001,-0.8660254037844386,Afternoon (12-17),10,500,1000,Ridge,old,premium,sedan
343,48,IN,500,1451.54,3000000,MALE,JD,adm-clerical,hiking,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,4,NO,2,3,NO,65070,Mercedes,C300,0,0,0,0,0.1111111111111111,0.2222222222222222,0,1892,1,3,0,2009,11,4,0,0,-0.25881904510252035,-0.9659258262890684,Afternoon (12-17),12,250,500,St,old,premium,sedan
404,53,IN,500,767.14,0,MALE,Associate,sales,reading,not-in-family,25500,-36700,Parked Car,Missing,Trivial Damage,Police,WV,1,NO,0,1,NO,8800,Suburu,Legacy,1,0,0,0,0.2,0.1,0,35,1,2,0,2014,12,4,0,0,0.8660254037844387,-0.4999999999999998,Morning (6-11),13,250,500,Drive,old,mid,other
63,24,OH,2000,1620.89,0,FEMALE,High School,handlers-cleaners,movies,other-relative,0,0,Vehicle Theft,Missing,Minor Damage,Police,NC,1,NO,2,0,NO,6120,Toyota,Corolla,1,0,0,0,0.16666666666666666,0.16666666666666666,0,7696,2,1,0,1994,1,1,0,1,0.9659258262890683,-0.25881904510252085,Morning (6-11),0,250,500,Ridge,new,mid,sedan
210,37,IN,2000,1048.46,0,MALE,High School,priv-house-serv,skydiving,not-in-family,59900,0,Vehicle Theft,Missing,Trivial Damage,Missing,OH,1,Missing,1,2,Missing,7080,Dodge,RAM,1,1,1,1,0.16666666666666666,0.08333333333333333,0,3075,1,0,0,2006,8,3,0,0,0.7071067811865476,-0.7071067811865475,Morning (6-11),16,500,1000,Lane,old,mid,pickup
335,50,OH,1000,1538.26,6000000,MALE,High School,sales,yachting,other-relative,62200,-31400,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,3,YES,2,3,YES,34320,Volkswagen,Passat,0,0,0,0,0.25,0.125,0,2908,1,5,1,2007,2,1,0,0,1.2246467991473532e-16,-1.0,Afternoon (12-17),6,100,300,Lane,mid,mid,other
11,40,OH,2000,1217.69,0,FEMALE,MD,prof-specialty,reading,wife,24000,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,3,Missing,1,0,Missing,53460,Dodge,Neon,0,1,1,0,0.18181818181818182,0.18181818181818182,1,5040,1,0,0,2001,4,2,0,0,1.0,6.123233995736766e-17,Morning (6-11),11,500,1000,St,old,mid,other
142,33,IN,2000,1362.64,5000000,FEMALE,JD,exec-managerial,cross-fit,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,1,YES,1,3,Missing,81360,Suburu,Legacy,0,0,1,0,0.08333333333333333,0.16666666666666666,1,7278,1,2,0,1995,2,1,0,1,0.258819045102521,-0.9659258262890682,Morning (6-11),6,100,300,Ave,mid,mid,other
272,43,OH,1000,1279.13,0,MALE,PhD,craft-repair,bungie-jumping,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,3,Missing,1,2,YES,81070,Audi,A3,0,1,0,0,0.09090909090909091,0.18181818181818182,1,7136,2,4,0,1995,7,3,0,0,0.9659258262890683,0.25881904510252074,Night (0-5),9,100,300,Ridge,old,premium,sedan
69,26,IL,2000,924.72,0,FEMALE,High School,machine-op-inspct,base-jumping,unmarried,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,1,NO,2,2,NO,63120,Audi,A5,0,0,0,0,0.08333333333333333,0.16666666666666666,0,3211,1,2,0,2006,3,1,0,0,-0.5000000000000001,-0.8660254037844386,Afternoon (12-17),7,100,300,Ave,mid,premium,sedan
38,28,OH,1000,1019.44,0,MALE,Masters,transport-moving,yachting,not-in-family,0,-39700,Vehicle Theft,Missing,Trivial Damage,Missing,NC,1,Missing,2,1,NO,7200,BMW,X5,1,1,0,1,0.2,0.1,0,7259,2,1,0,1995,3,1,0,0,-0.9659258262890683,-0.25881904510252063,Afternoon (12-17),11,250,500,Ridge,old,premium,suv
328,46,IL,500,1314.6,0,FEMALE,MD,prof-specialty,exercise,not-in-family,24800,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,1,Missing,2,3,Missing,70290,Saab,92x,0,1,1,0,0.18181818181818182,0.09090909090909091,1,6823,2,0,0,1996,6,2,0,0,0.0,1.0,Night (0-5),17,500,1000,St,old,low,other
281,43,OH,1000,1515.18,6000000,MALE,College,priv-house-serv,camping,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,3,NO,1,0,NO,60190,BMW,X6,0,0,0,0,0.15384615384615385,0.15384615384615385,0,7877,1,4,0,1993,6,2,0,0,-0.7071067811865477,0.7071067811865474,Evening (18-23),16,100,300,Ridge,old,premium,other
246,44,OH,2000,1649.18,0,MALE,College,farming-fishing,base-jumping,other-relative,0,-58600,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,1,YES,1,2,YES,61380,Honda,Civic,0,0,0,0,0.18181818181818182,0.09090909090909091,1,4974,2,6,1,2001,7,3,0,0,-1.0,-1.8369701987210297e-16,Evening (18-23),6,250,500,Drive,mid,mid,other
298,49,OH,500,1451.01,0,FEMALE,College,other-service,exercise,own-child,47800,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,1,NO,2,2,NO,28100,Jeep,Grand Cherokee,0,0,0,0,0.1,0.2,0,2282,2,5,1,2008,11,4,0,0,-0.9659258262890683,-0.25881904510252063,Afternoon (12-17),3,250,500,Hwy,new,mid,other
330,50,IL,1000,978.46,0,FEMALE,High School,sales,yachting,husband,0,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,NY,1,YES,0,0,NO,49060,Chevrolet,Silverado,0,0,0,0,0.18181818181818182,0.18181818181818182,0,4421,2,2,0,2002,12,4,0,0,-0.9659258262890684,0.2588190451025203,Evening (18-23),20,500,1000,Ridge,old,mid,pickup
362,50,IL,500,1198.34,4000000,MALE,Associate,sales,board-games,wife,53000,-72500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,3,Missing,1,1,NO,57060,Mercedes,E400,0,1,0,0,0.1111111111111111,0.1111111111111111,0,3293,1,2,0,2006,1,1,0,0,-0.9659258262890683,-0.25881904510252063,Afternoon (12-17),20,250,500,Lane,old,premium,other
241,38,IN,2000,1003.23,0,FEMALE,Associate,tech-support,kayaking,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,3,Missing,0,3,YES,77880,Accura,MDX,0,1,0,0,0.16666666666666666,0.16666666666666666,0,9009,1,5,1,1990,5,2,0,1,-0.2588190451025207,0.9659258262890683,Evening (18-23),7,100,300,Ridge,mid,mid,other
245,41,IN,2000,1212.0,0,MALE,Masters,exec-managerial,basketball,unmarried,24400,-60500,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,1,YES,0,1,YES,73500,Jeep,Wrangler,0,0,0,0,0.1,0.2,0,520,1,2,0,2013,8,3,0,0,0.8660254037844386,0.5000000000000001,Night (0-5),16,500,1000,Ridge,old,mid,other
371,52,IL,1000,1242.96,7000000,FEMALE,High School,other-service,paintball,own-child,0,-37100,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,2,YES,2,0,Missing,88920,Accura,RSX,0,0,1,0,0.07692307692307693,0.15384615384615385,0,6342,2,6,1,1997,10,4,0,0,0.49999999999999994,0.8660254037844387,Night (0-5),5,250,500,Lane,mid,mid,other
343,52,IL,1000,1053.02,0,FEMALE,Associate,prof-specialty,bungie-jumping,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,1,Missing,0,2,NO,47630,Toyota,Corolla,0,1,0,0,0.2727272727272727,0.09090909090909091,1,4774,2,0,0,2002,1,1,1,1,0.49999999999999994,0.8660254037844387,Night (0-5),10,500,1000,Hwy,old,mid,sedan
377,53,IL,500,1693.63,0,FEMALE,MD,craft-repair,kayaking,unmarried,0,-64000,Multi-vehicle Collision,Front Collision,Total Loss,Fire,WV,3,YES,1,3,NO,59040,Saab,93,0,0,0,0,0.1111111111111111,0.1111111111111111,0,6742,2,1,0,1996,9,3,0,1,0.49999999999999994,-0.8660254037844387,Morning (6-11),0,100,300,Lane,new,low,other
154,37,IL,1000,2047.59,0,FEMALE,MD,farming-fishing,dancing,other-relative,0,-67800,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,1,Missing,0,3,NO,79530,Accura,MDX,0,1,0,0,0.18181818181818182,0.09090909090909091,0,1807,1,4,0,2010,1,1,0,0,0.49999999999999994,0.8660254037844387,Night (0-5),15,250,500,St,old,mid,other
166,34,OH,1000,1083.72,0,FEMALE,High School,machine-op-inspct,base-jumping,wife,65600,-68200,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,1,NO,0,2,YES,53680,Honda,CRV,0,0,0,0,0.09090909090909091,0.09090909090909091,0,129,2,0,0,2014,10,4,0,0,-1.0,-1.8369701987210297e-16,Evening (18-23),10,100,300,Ave,old,mid,suv
298,46,OH,1000,1138.42,6000000,MALE,JD,prof-specialty,dancing,own-child,36900,-55000,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,1,NO,2,3,YES,33550,Volkswagen,Passat,0,0,0,0,0.09090909090909091,0.18181818181818182,0,2847,2,0,0,2007,5,2,1,1,-1.0,-1.8369701987210297e-16,Evening (18-23),10,500,1000,Lane,old,mid,other
235,42,IN,500,1072.62,0,FEMALE,Masters,machine-op-inspct,exercise,husband,39900,-60200,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,4,Missing,2,1,YES,69100,Toyota,Highlander,0,1,0,0,0.1,0.1,0,8915,2,2,0,1990,9,3,0,1,0.9659258262890683,-0.25881904510252085,Morning (6-11),9,250,500,Ave,old,mid,suv
172,35,IL,2000,1219.04,0,MALE,MD,handlers-cleaners,paintball,own-child,63600,-68700,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,3,Missing,2,0,NO,79750,Nissan,Pathfinder,0,1,0,0,0.18181818181818182,0.18181818181818182,0,3766,1,6,1,2004,9,3,0,0,-0.9659258262890684,0.2588190451025203,Evening (18-23),16,100,300,Hwy,old,mid,suv
27,28,IN,2000,1371.78,0,MALE,JD,farming-fishing,polo,other-relative,0,-32500,Multi-vehicle Collision,Front Collision,Major Damage,Other,PA,3,Missing,0,2,YES,53600,Audi,A5,0,1,0,0,0.1,0.2,1,7100,2,2,0,1995,8,3,0,0,0.49999999999999994,-0.8660254037844387,Morning (6-11),0,100,300,Ridge,new,premium,sedan
428,54,IN,2000,1506.21,0,MALE,Masters,transport-moving,kayaking,unmarried,0,-24400,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,3,NO,1,0,Missing,76560,Nissan,Ultima,0,0,1,0,0.16666666666666666,0.08333333333333333,0,4005,1,3,0,2004,2,1,0,0,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),6,100,300,Hwy,mid,mid,sedan
99,32,IN,1000,1058.21,3000000,MALE,JD,craft-repair,golf,unmarried,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,1,YES,1,1,NO,41130,Dodge,RAM,0,0,0,0,0.1111111111111111,0.1111111111111111,0,171,1,5,1,2014,7,3,0,0,-0.9659258262890683,-0.25881904510252063,Afternoon (12-17),16,100,300,Ridge,old,mid,pickup
107,26,IL,2000,932.14,0,MALE,MD,sales,cross-fit,own-child,40600,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,3,NO,2,3,NO,78650,Audi,A3,0,0,0,0,0.18181818181818182,0.09090909090909091,1,6504,1,5,1,1997,3,1,0,0,0.49999999999999994,0.8660254037844387,Night (0-5),19,500,1000,Lane,old,premium,sedan
272,41,OH,2000,1608.34,0,FEMALE,Associate,farming-fishing,reading,own-child,33300,-10600,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,1,Missing,1,1,Missing,71060,Saab,92x,0,1,1,0,0.09090909090909091,0.18181818181818182,0,8687,2,0,0,1991,5,2,1,1,-0.9659258262890684,0.2588190451025203,Evening (18-23),5,500,1000,Lane,mid,low,other
151,37,IN,1000,1728.56,0,FEMALE,Masters,farming-fishing,dancing,own-child,54000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,1,YES,1,1,Missing,38830,Suburu,Legacy,0,0,1,0,0.09090909090909091,0.09090909090909091,0,8220,2,6,1,1992,8,3,0,0,0.0,1.0,Night (0-5),16,500,1000,Hwy,old,mid,other
249,43,IL,1000,1518.46,0,FEMALE,MD,armed-forces,cross-fit,own-child,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,1,Missing,0,0,YES,53500,Saab,92x,0,1,0,0,0.1,0.1,0,510,1,0,0,2013,9,3,0,0,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),0,250,500,Lane,new,low,other
